Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"MIR1912","MicroRNA 1912","RNA Gene","","13","GC0XP114651","6.02214431762695","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1912"
"MIR3622A","MicroRNA 3622a","RNA Gene","","14","GC08P027701","6.02083683013916","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3622A"
"MIR1181","MicroRNA 1181","RNA Gene","","14","GC19M010403","6.01866340637207","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1181"
"MIR4270","MicroRNA 4270","RNA Gene","","11","GC03M015496","6.01507568359375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4270"
"MIR3976","MicroRNA 3976","RNA Gene","","10","GC18P005842","6.01507568359375","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3976"
"MIR4517","MicroRNA 4517","RNA Gene","","15","GC16P060675","6.01203441619873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4517"
"MIR514A2","MicroRNA 514a-2","RNA Gene","","13","GC0XM147430","6.00927305221558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR514A2"
"MIR4530","MicroRNA 4530","RNA Gene","","13","GC19M085522","6.00592803955078","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4530"
"MIR412","MicroRNA 412","RNA Gene","","18","GC14P114463","6.0057520866394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR412"
"MIR516A1","MicroRNA 516a-1","RNA Gene","","18","GC19P053756","6.0057520866394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR516A1"
"MIR3147","MicroRNA 3147","RNA Gene","","13","GC07P060191","6.00522613525391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3147"
"MIR3911","MicroRNA 3911","RNA Gene","","15","GC09M127690","6.00009202957153","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3911"
"MIR518C","MicroRNA 518c","RNA Gene","","16","GC19P096568","5.99151611328125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR518C"
"MIR2110","MicroRNA 2110","RNA Gene","","15","GC10M114174","5.98973369598389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2110"
"MIR1285-1","MicroRNA 1285-1","RNA Gene","","13","GC07M092204","5.98450899124146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1285-1"
"MIR2392","MicroRNA 2392","RNA Gene","","11","GC14P114441","5.97959566116333","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2392"
"MIR6125","MicroRNA 6125","RNA Gene","","12","GC12P062261","5.97925281524658","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6125"
"MIR2277","MicroRNA 2277","RNA Gene","","16","GC05M093620","5.97396516799927","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2277"
"MIR4787","MicroRNA 4787","RNA Gene","","16","GC03P055004","5.9686450958252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4787"
"MIR920","MicroRNA 920","RNA Gene","","15","GC12P024212","5.96663045883179","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR920"
"MIR599","MicroRNA 599","RNA Gene","","15","GC08M099537","5.96606636047363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR599"
"MIR1179","MicroRNA 1179","RNA Gene","","15","GC15P088608","5.96479940414429","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1179"
"MIR513B","MicroRNA 513b","RNA Gene","","14","GC0XM147199","5.96479940414429","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR513B"
"MIR1292","MicroRNA 1292","RNA Gene","","16","GC20P007184","5.96122121810913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1292"
"MIR4634","MicroRNA 4634","RNA Gene","","12","GC05P174752","5.96122121810913","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4634"
"MIR325","MicroRNA 325","RNA Gene","","15","GC0XM077005","5.95542478561401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR325"
"MIR617","MicroRNA 617","RNA Gene","","13","GC12M080832","5.95499467849731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR617"
"MIR4451","MicroRNA 4451","RNA Gene","","12","GC04P085722","5.95499467849731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4451"
"MIR3125","MicroRNA 3125","RNA Gene","","15","GC02P012737","5.95248460769653","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3125"
"MIR320D2","MicroRNA 320d-2","RNA Gene","","14","GC0XM140926","5.94925689697266","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320D2"
"MIR1245A","MicroRNA 1245a","RNA Gene","","14","GC02P188978","5.94871520996094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1245A"
"MIR550A2","MicroRNA 550a-2","RNA Gene","","16","GC07P032736","5.9461498260498","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR550A2"
"MIR1183","MicroRNA 1183","RNA Gene","","16","GC07P021471","5.93967294692993","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1183"
"MIR633","MicroRNA 633","RNA Gene","","15","GC17P062944","5.93291473388672","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR633"
"MIR5094","MicroRNA 5094","RNA Gene","","13","GC15M089850","5.9295449256897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5094"
"MIR1827","MicroRNA 1827","RNA Gene","","12","GC12P100189","5.92608785629272","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1827"
"MIR4484","MicroRNA 4484","RNA Gene","","16","GC10P125819","5.92484378814697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4484"
"MIR1244-1","MicroRNA 1244-1","RNA Gene","","14","GC02P231713","5.92484378814697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1244-1"
"MIR3620","MicroRNA 3620","RNA Gene","","14","GC01P228097","5.92484378814697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3620"
"MIR3917","MicroRNA 3917","RNA Gene","","14","GC01M025906","5.92484378814697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3917"
"MIR548E","MicroRNA 548e","RNA Gene","","14","GC10P110988","5.92484378814697","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548E"
"MIR646","MicroRNA 646","RNA Gene","","14","GC20P060308","5.91920328140259","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR646"
"MIR3665","MicroRNA 3665","RNA Gene","","11","GC13M077698","5.91699457168579","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3665"
"MIR514A1","MicroRNA 514a-1","RNA Gene","","15","GC0XM147432","5.91416263580322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR514A1"
"MIR4469","MicroRNA 4469","RNA Gene","","13","GC08M042896","5.91352319717407","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4469"
"MIR764","MicroRNA 764","RNA Gene","","11","GC0XP114639","5.91222286224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR764"
"MIR3144","MicroRNA 3144","RNA Gene","","13","GC06P120015","5.91207981109619","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3144"
"DDX17","DEAD-Box Helicase 17","Protein Coding","Q92841","44","GC22M038483","5.90876579284668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX17"
"MIR2116","MicroRNA 2116","RNA Gene","","15","GC15M140491","5.90780305862427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2116"
"MIR4668","MicroRNA 4668","RNA Gene","","13","GC09P111932","5.90780305862427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4668"
"MIR548L","MicroRNA 548l","RNA Gene","","13","GC11M094466","5.90780305862427","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548L"
"MIR3180-5","MicroRNA 3180-5","RNA Gene","","16","GC16M002135","5.90517950057983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3180-5"
"MIR644A","MicroRNA 644a","RNA Gene","","13","GC20P038019","5.89805889129639","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR644A"
"MIR3648-1","MicroRNA 3648-1","RNA Gene","","11","GC21P015879","5.89623880386353","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3648-1"
"MIR3916","MicroRNA 3916","RNA Gene","","13","GC01M247201","5.89215755462646","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3916"
"MIR1324","MicroRNA 1324","RNA Gene","","12","GC03P075630","5.89039325714111","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1324"
"MIR4467","MicroRNA 4467","RNA Gene","","13","GC07P102471","5.88450336456299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4467"
"MIR891B","MicroRNA 891b","RNA Gene","","13","GC0XM146001","5.88357734680176","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR891B"
"MIR3136","MicroRNA 3136","RNA Gene","","16","GC03M069048","5.8826699256897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3136"
"MIR1287","MicroRNA 1287","RNA Gene","","15","GC10M098395","5.88166809082031","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1287"
"MIR3180-2","MicroRNA 3180-2","RNA Gene","","14","GC16P016309","5.86875438690186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3180-2"
"MIR668","MicroRNA 668","RNA Gene","","11","GC14P114479","5.86875438690186","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR668"
"MIR3935","MicroRNA 3935","RNA Gene","","11","GC16P056245","5.86656141281128","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3935"
"MIR329-2","MicroRNA 329-2","RNA Gene","","14","GC14P114447","5.86474514007568","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR329-2"
"MIR3143","MicroRNA 3143","RNA Gene","","13","GC06P118711","5.86153745651245","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3143"
"TNRC6A","Trinucleotide Repeat Containing Adaptor 6A","Protein Coding","Q8NDV7","44","GC16P060488","5.85592889785767","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNRC6A"
"MIR614","MicroRNA 614","RNA Gene","","17","GC12P033962","5.85436201095581","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR614"
"MIR1185-2","MicroRNA 1185-2","RNA Gene","","16","GC14P114437","5.85356521606445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1185-2"
"MIR761","MicroRNA 761","RNA Gene","","13","GC01M051836","5.85356521606445","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR761"
"MIR890","MicroRNA 890","RNA Gene","","11","GC0XM145994","5.85095357894897","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR890"
"MIR658","MicroRNA 658","RNA Gene","","16","GC22M073458","5.84818744659424","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR658"
"MIR1283-2","MicroRNA 1283-2","RNA Gene","","15","GC19P053758","5.84606599807739","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1283-2"
"MIR1298","MicroRNA 1298","RNA Gene","","14","GC0XP114715","5.84161520004272","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1298"
"MIR3158-1","MicroRNA 3158-1","RNA Gene","","14","GC10P101601","5.84034585952759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3158-1"
"MIR4709","MicroRNA 4709","RNA Gene","","13","GC14M074481","5.84034585952759","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4709"
"MIR5090","MicroRNA 5090","RNA Gene","","14","GC07P102465","5.82934761047363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5090"
"MIR3942","MicroRNA 3942","RNA Gene","","11","GC15M035372","5.82934761047363","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3942"
"MIR3168","MicroRNA 3168","RNA Gene","","12","GC13M041101","5.82418537139893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3168"
"MIR519E","MicroRNA 519e","RNA Gene","","17","GC19P096570","5.82381057739258","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR519E"
"MIR466","MicroRNA 466","RNA Gene","","13","GC03M031161","5.8172664642334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR466"
"MIR4510","MicroRNA 4510","RNA Gene","","14","GC15P035926","5.81323862075806","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4510"
"MIR3195","MicroRNA 3195","RNA Gene","","14","GC20P062064","5.807936668396","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3195"
"PTEN","Phosphatase And Tensin Homolog","Protein Coding","P60484","55","GC10P104451","5.80645751953125","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTEN"
"MIR3667","MicroRNA 3667","RNA Gene","","11","GC22M049543","5.80214643478394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3667"
"MIR553","MicroRNA 553","RNA Gene","","16","GC01P100281","5.79707050323486","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR553"
"MIR1343","MicroRNA 1343","RNA Gene","","16","GC11P034964","5.79654455184937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1343"
"MIR941-1","MicroRNA 941-1","RNA Gene","","15","GC20P066103","5.79654455184937","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR941-1"
"MIR17HG","MiR-17-92a-1 Cluster Host Gene","RNA Gene","Q75NE6","27","GC13P091347","5.79087400436401","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR17HG"
"MIR1231","MicroRNA 1231","RNA Gene","","16","GC01P201808","5.77950382232666","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1231"
"MIR2276","MicroRNA 2276","RNA Gene","","15","GC13P024162","5.7696361541748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR2276"
"MIR1206","MicroRNA 1206","RNA Gene","","13","GC08P128008","5.7696361541748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1206"
"MIR3198-1","MicroRNA 3198-1","RNA Gene","","15","GC22M017764","5.76793956756592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3198-1"
"MIR514B","MicroRNA 514b","RNA Gene","","14","GC0XM147250","5.76793956756592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR514B"
"MIR3131","MicroRNA 3131","RNA Gene","","12","GC02M219058","5.764808177948","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3131"
"PUM2","Pumilio RNA Binding Family Member 2","Protein Coding","Q8TB72","45","GC02M020422","5.76395320892334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUM2"
"MIR5001","MicroRNA 5001","RNA Gene","","13","GC02M232550","5.76209354400635","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR5001"
"MIR1537","MicroRNA 1537","RNA Gene","","16","GC01M235853","5.76054859161377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1537"
"MIR3177","MicroRNA 3177","RNA Gene","","15","GC16P001734","5.7598934173584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3177"
"MIR3912","MicroRNA 3912","RNA Gene","","15","GC05M171386","5.75620412826538","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3912"
"MIR4271","MicroRNA 4271","RNA Gene","","11","GC03P049274","5.75562381744385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4271"
"MIR451B","MicroRNA 451b","RNA Gene","","14","GC17P028861","5.75466060638428","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR451B"
"MIR3170","MicroRNA 3170","RNA Gene","","15","GC13P098208","5.75026988983154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3170"
"MIR4524A","MicroRNA 4524a","RNA Gene","","13","GC17M069099","5.75026988983154","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4524A"
"MIR1255A","MicroRNA 1255a","RNA Gene","","15","GC04M101330","5.74998569488525","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1255A"
"MIR3678","MicroRNA 3678","RNA Gene","","15","GC17P075406","5.74850368499756","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3678"
"MIR3617","MicroRNA 3617","RNA Gene","","10","GC20M045705","5.74850368499756","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3617"
"MIR1825","MicroRNA 1825","RNA Gene","","16","GC20P032237","5.74499225616455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1825"
"MIR1270","MicroRNA 1270","RNA Gene","","12","GC19M020399","5.74499225616455","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1270"
"MIR1286","MicroRNA 1286","RNA Gene","","16","GC22M020249","5.74428939819336","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1286"
"MIR1251","MicroRNA 1251","RNA Gene","","16","GC12P097491","5.74133968353271","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1251"
"MIR7975","MicroRNA 7975","RNA Gene","","9","GC19M055123","5.73826217651367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7975"
"MIR557","MicroRNA 557","RNA Gene","","16","GC01P168375","5.73458099365234","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR557"
"MIR3939","MicroRNA 3939","RNA Gene","","14","GC06M166997","5.73402166366577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3939"
"MIR4688","MicroRNA 4688","RNA Gene","","12","GC11P046376","5.73402166366577","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4688"
"MIR4745","MicroRNA 4745","RNA Gene","","12","GC19P094729","5.73218727111816","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4745"
"MIR515-1","MicroRNA 515-1","RNA Gene","","16","GC19P053679","5.72775459289551","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR515-1"
"MIR548O","MicroRNA 548o","RNA Gene","","15","GC07M102405","5.7260627746582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548O"
"MIR4721","MicroRNA 4721","RNA Gene","","13","GC16M042290","5.7260627746582","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4721"
"MYC","MYC Proto-Oncogene, BHLH Transcription Factor","Protein Coding","P01106","56","GC08P127735","5.72422361373901","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC"
"MIR548A3","MicroRNA 548a-3","RNA Gene","","16","GC08M104484","5.72085809707642","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548A3"
"MIR1295A","MicroRNA 1295a","RNA Gene","","16","GC01M171071","5.71988773345947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1295A"
"MIR3154","MicroRNA 3154","RNA Gene","","15","GC09M129145","5.71988773345947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3154"
"MIR548Z","MicroRNA 548z","RNA Gene","","13","GC12M064624","5.71988773345947","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR548Z"
"MIR1911","MicroRNA 1911","RNA Gene","","14","GC0XP114763","5.71919870376587","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1911"
"MIR1203","MicroRNA 1203","RNA Gene","","16","GC17M048156","5.71629524230957","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1203"
"MIR3179-4","MicroRNA 3179-4","RNA Gene","","9","GC16M018494","5.71436357498169","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3179-4"
"MIR500B","MicroRNA 500b","RNA Gene","","15","GC0XP056083","5.71388912200928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR500B"
"MIR597","MicroRNA 597","RNA Gene","","15","GC08P009741","5.71388912200928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR597"
"MIR1469","MicroRNA 1469","RNA Gene","","15","GC15P096333","5.71366167068481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1469"
"MIR1258","MicroRNA 1258","RNA Gene","","14","GC02M179860","5.71366167068481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1258"
"MIR4478","MicroRNA 4478","RNA Gene","","13","GC09M122120","5.71366167068481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4478"
"MIR3199-1","MicroRNA 3199-1","RNA Gene","","15","GC22M027920","5.71165180206299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3199-1"
"LINC01672","Long Intergenic Non-Protein Coding RNA 1672","RNA Gene","","13","GC01P008900","5.71075630187988","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01672"
"MIR4423","MicroRNA 4423","RNA Gene","","15","GC01P085133","5.7040228843689","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4423"
"MIR635","MicroRNA 635","RNA Gene","","17","GC17M068424","5.70400953292847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR635"
"MIR302F","MicroRNA 302f","RNA Gene","","11","GC18P030298","5.70400953292847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR302F"
"MIR3157","MicroRNA 3157","RNA Gene","","15","GC10M096064","5.70104837417603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3157"
"MIR6842","MicroRNA 6842","RNA Gene","","9","GC08P027433","5.70104837417603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6842"
"MIR609","MicroRNA 609","RNA Gene","","16","GC10M104218","5.69972562789917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR609"
"MIR8073","MicroRNA 8073","RNA Gene","","10","GC13P110340","5.69626903533936","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR8073"
